causal/Audio_Influence,causal/Text_Influence,causal/Video_Influence,causal/temperature,epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_loss_causal,test_loss_diff,test_loss_kl,test_loss_recon,test_loss_task,test_macro_f1,train_acc,train_bal_acc,train_loss,train_loss_causal,train_loss_diff,train_loss_kl,train_loss_recon,train_loss_task,val/hallucination_acc,val/latent_drift_t0,val_acc,val_bal_acc,val_loss,val_loss_causal,val_loss_diff,val_loss_kl,val_loss_recon,val_loss_task,warmup/gamma_diff,warmup/gamma_kl,warmup/gamma_recon
0.2980707287788391,0.3042141795158386,0.39771509170532227,,2,,92,,,,,,,,,,,,,,,,,,,,,0.1917240470647812,0.6682577729225159,0.18703262507915497,2.7372617721557617,0.012911438010632992,1.1415036916732788,0.3674401342868805,0.0,2.663128137588501,,,
,,,0.8999999761581421,2,,92,,,,,,,,,,,,,0.18066348135471344,,,,,,,,,,,,,,,,,,,
,,,,,0.00018500000000000002,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,99,,,,,,,,,,,,0.40625,,2.9442992210388184,0.02934168465435505,1.149559497833252,0.3577527105808258,0.0,2.8355064392089844,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
,,,,,0.00018500000000000002,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,109,,,,,,,,,,,,0.5625,,2.612136125564575,0.022031139582395554,1.1500043869018555,0.30279842019081116,0.0,2.5201950073242188,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
,,,,,0.00018500000000000002,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,119,,,,,,,,,,,,0.578125,,2.7037200927734375,0.015839077532291412,1.1510812044143677,0.24107758700847626,0.0,2.6306047439575195,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
0.30877888202667236,0.29230785369873047,0.39891326427459717,,3,,123,,,,,,,,,,,,,,,,,,,,,0.1667395681142807,0.6682577729225159,0.1908881813287735,2.7245240211486816,0.004767997190356255,1.1375397443771362,0.18988589942455292,0.0,2.6673195362091064,,,
,,,0.8500000238418579,3,,123,,,,,,,,,,,,,0.19705061614513397,,,,,,,,,,,,,,,,,,,
,,,,,0.00023000000000000003,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,129,,,,,,,,,,,,0.546875,,2.5388436317443848,0.011602814309298992,1.1533950567245483,0.21397924423217773,0.0,2.452671766281128,,,,,,,,,,,0.0,0.4000000059604645,0.25
,,,,,0.00023000000000000003,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,139,,,,,,,,,,,,0.484375,,2.63460373878479,0.008385444059967995,1.1479438543319702,0.15171292424201965,0.0,2.5734992027282715,,,,,,,,,,,0.0,0.4000000059604645,0.25
,,,,,0.00023000000000000003,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,149,,,,,,,,,,,,0.53125,,2.9471731185913086,0.0067480443976819515,1.1479547023773193,0.1373453438282013,0.0,2.891897678375244,,,,,,,,,,,0.0,0.4000000059604645,0.25
0.18236547708511353,0.18882684409618378,0.6288076043128967,,4,,154,,,,,,,,,,,,,,,,,,,,,0.1510905772447586,0.6372315287590027,0.24198396503925323,2.7176353931427,0.002280326560139656,1.139419436454773,0.10364996641874313,0.0,2.676060914993286,,,
,,,0.800000011920929,4,,154,,,,,,,,,,,,,0.1899917870759964,,,,,,,,,,,,,,,,,,,
,,,,,0.000275,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,159,,,,,,,,,,,,0.515625,,2.2236993312835693,0.005979268811643124,1.1511337757110596,0.11625603586435318,0.0,2.1652722358703613,,,,,,,,,,,0.0,0.5,0.30000001192092896
,,,,,0.000275,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,169,,,,,,,,,,,,0.53125,,2.8701729774475098,0.005866586230695248,1.1536866426467896,0.09952118992805481,0.0,2.8201191425323486,,,,,,,,,,,0.0,0.5,0.30000001192092896
,,,,,0.000275,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,179,,,,,,,,,,,,0.453125,,3.4337527751922607,0.005767909809947014,1.1518268585205078,0.07589427381753922,0.0,3.395517110824585,,,,,,,,,,,0.0,0.5,0.30000001192092896
0.07587260007858276,0.08211079239845276,0.8420165181159973,,5,,185,,,,,,,,,,,,,,,,,,,,,0.13885827362537384,0.6181384325027466,0.24815760552883148,2.66355562210083,0.003064710646867752,1.1391175985336304,0.06806939095258713,0.0,2.6293678283691406,,,
,,,0.75,5,,185,,,,,,,,,,,,,0.19765110313892365,,,,,,,,,,,,,,,,,,,
,,,,,0.00032,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,189,,,,,,,,,,,,0.46875,,3.355604410171509,0.0050704600289464,1.1511142253875732,0.08231938630342484,0.0,3.3059592247009277,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
,,,,,0.00032,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,199,,,,,,,,,,,,0.609375,,2.850558042526245,0.0036817172076553106,1.1470866203308105,0.06578230112791061,0.0,2.8109045028686523,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
,,,,,0.00032,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,209,,,,,,,,,,,,0.5,,2.5222110748291016,0.003369714831933379,1.14982271194458,0.056305255740880966,0.0,2.4882593154907227,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
0.23731467127799988,0.19116473197937012,0.5715204477310181,,6,,216,,,,,,,,,,,,,,,,,,,,,0.13227953016757965,0.6730310320854187,0.22851860523223877,2.635559558868408,0.0006431644433178008,1.1355739831924438,0.0481393076479435,0.0,2.6066434383392334,,,
,,,0.699999988079071,6,,216,,,,,,,,,,,,,0.22044497728347778,,,,,,,,,,,,,,,,,,,
,,,,,0.00036500000000000004,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,,219,,,,,,,,,,,,0.671875,,2.7485601902008057,0.0015838573453947902,1.1491390466690063,0.05587776377797127,0.0,2.7093665599823,,,,,,,,,,,0.0,0.699999988079071,0.4000000059604645
,,,,,0.00036500000000000004,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,,229,,,,,,,,,,,,0.421875,,3.3615667819976807,0.001565825194120407,1.1460551023483276,0.047433190047740936,0.0,3.3282854557037354,,,,,,,,,,,0.0,0.699999988079071,0.4000000059604645
,,,,,0.00036500000000000004,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,,239,,,,,,,,,,,,0.703125,,2.9878780841827393,0.0013401495525613427,1.1468563079833984,0.060231830924749374,0.0,2.9456489086151123,,,,,,,,,,,0.0,0.699999988079071,0.4000000059604645
0.20429599285125732,0.1481928676366806,0.6475109457969666,,7,,247,,,,,,,,,,,,,,,,,,,,,0.1252506673336029,0.4510739743709564,0.25138723850250244,2.731919288635254,0.0006925413035787642,1.1355681419372559,0.043336257338523865,0.0,2.7015490531921387,,,
,,,0.6499999761581421,7,,247,,,,,,,,,,,,,0.2051195651292801,,,,,,,,,,,,,,,,,,,
,,,,,0.00041000000000000005,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,,249,,,,,,,,,,,,0.46875,,2.444995880126953,0.0013377793366089463,1.145996332168579,0.04449597746133804,0.0,2.409332036972046,,,,,,,,,,,0.0,0.800000011920929,0.44999998807907104
,,,,,0.00041000000000000005,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,,259,,,,,,,,,,,,0.671875,,2.6314499378204346,0.0010078237392008305,1.143571138381958,0.0434076227247715,0.0,2.5966734886169434,,,,,,,,,,,0.0,0.800000011920929,0.44999998807907104
,,,,,0.00041000000000000005,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,,269,,,,,,,,,,,,0.34375,,3.4888272285461426,0.0018770495662465692,1.1481016874313354,0.04383709654211998,0.0,3.4536635875701904,,,,,,,,,,,0.0,0.800000011920929,0.44999998807907104
0.2663070261478424,0.11811226606369019,0.6155805587768555,,8,,278,,,,,,,,,,,,,,,,,,,,,0.12249674648046494,0.6133651733398438,0.24668462574481964,2.6439218521118164,0.0007362570031546056,1.137844443321228,0.03525586426258087,0.0,2.61568021774292,,,
,,,0.6000000238418579,8,,278,,,,,,,,,,,,,0.2162780463695526,,,,,,,,,,,,,,,,,,,
,,,,,0.0004550000000000001,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,279,,,,,,,,,,,,0.59375,,2.730250358581543,0.0012429705820977688,1.1512963771820068,0.03515396639704704,0.0,2.698549509048462,,,,,,,,,,,0.0,0.8999999761581421,0.5
,,,,,0.0004550000000000001,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,289,,,,,,,,,,,,0.59375,,2.4654383659362793,0.0016063906950876117,1.1430855989456177,0.03948387876152992,0.0,2.4298224449157715,,,,,,,,,,,0.0,0.8999999761581421,0.5
,,,,,0.0004550000000000001,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,299,,,,,,,,,,,,0.5625,,2.7533912658691406,0.0005835454794578254,1.1461232900619507,0.02806096337735653,0.0,2.728107213973999,,,,,,,,,,,0.0,0.8999999761581421,0.5
,,,,,0.0004550000000000001,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,309,,,,,,,,,,,,0.5277777910232544,,3.0198757648468018,0.0006909077637828887,1.145761489868164,0.029970696195960045,0.0,2.9928674697875977,,,,,,,,,,,0.0,0.8999999761581421,0.5
0.3455110490322113,0.1790570765733719,0.47543153166770935,,9,,309,,,,,,,,,,,,,,,,,,,,,0.1244514212012291,0.5799522399902344,0.25227075815200806,2.6652653217315674,0.000442539865616709,1.1369805335998535,0.029904404655098915,0.0,2.638329267501831,,,
,,,0.550000011920929,9,,309,,,,,,,,,,,,,0.21505407989025116,,,,,,,,,,,,,,,,,,,
,,,,,0.0005,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,319,,,,,,,,,,,,0.5625,,2.7673356533050537,0.0009539136081002653,0.9936385750770569,0.031976792961359024,0.0,2.7328271865844727,,,,,,,,,,,0.05000000074505806,1.0,0.550000011920929
,,,,,0.0005,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,329,,,,,,,,,,,,0.65625,,2.463839292526245,0.0007854794966988266,0.9658816456794739,0.026446593925356865,0.0,2.434938669204712,,,,,,,,,,,0.05000000074505806,1.0,0.550000011920929
,,,,,0.0005,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,339,,,,,,,,,,,,0.5,,2.667529344558716,0.0009557394660077989,0.9425423741340637,0.03652707859873772,0.0,2.628598213195801,,,,,,,,,,,0.05000000074505806,1.0,0.550000011920929
0.30718135833740234,0.11388777196407318,0.5789307355880737,,10,,340,,,,,,,,,,,,,,,,,,,,0.5,0.010859169997274876,0.5011933445930481,0.26726430654525757,2.7268002033233643,0.0007447634707204998,0.9176510572433472,0.04163093492388725,0.0,2.682837963104248,,,
,,,0.5,10,,340,,,,,,,,,,,,,0.23712579905986786,,,,,,,,,,,,,,,,,,,
,,,,,0.0004998492296872263,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,,349,,,,,,,,,,,,0.65625,,2.747851610183716,0.0019271677592769265,0.9261968731880188,0.03715981915593147,0.0,2.7059643268585205,,,,,,,,,,,0.10000000149011612,1.0,0.6000000238418579
,,,,,0.0004998492296872263,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,,359,,,,,,,,,,,,0.609375,,2.4358839988708496,0.0020309612154960632,0.8999577164649963,0.03080545738339424,0.0,2.400477409362793,,,,,,,,,,,0.10000000149011612,1.0,0.6000000238418579
,,,,,0.0004998492296872263,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,,369,,,,,,,,,,,,0.609375,,2.9484355449676514,0.0009812191128730774,0.8364651203155518,0.024946607649326324,0.0,2.919257402420044,,,,,,,,,,,0.10000000149011612,1.0,0.6000000238418579
0.5411046743392944,0.25595104694366455,0.20294412970542908,,11,,371,,,,,,,,,,,,,,,,,,,,,0.00404337840154767,0.5560859441757202,0.255765438079834,2.662811756134033,0.0010555078042671084,0.7973068952560425,0.022731056436896324,0.0,2.6360414028167725,,,
,,,0.5,11,,371,,,,,,,,,,,,,0.23030009865760803,,,,,,,,,,,,,,,,,,,
,,,,,0.0004993971024393066,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,,379,,,,,,,,,,,,0.765625,,2.3032660484313965,0.0003031668602488935,0.8537337779998779,0.02053256891667843,0.0,2.276315212249756,,,,,,,,,,,0.15000000596046448,1.0,0.6499999761581421
,,,,,0.0004993971024393066,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,,389,,,,,,,,,,,,0.671875,,2.431776762008667,0.000504216062836349,0.8267375826835632,0.025962790474295616,0.0,2.399588108062744,,,,,,,,,,,0.15000000596046448,1.0,0.6499999761581421
,,,,,0.0004993971024393066,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,,399,,,,,,,,,,,,0.609375,,2.551637887954712,0.00032754577114246786,0.8000034689903259,0.023376908153295517,0.0,2.522244453430176,,,,,,,,,,,0.15000000596046448,1.0,0.6499999761581421
0.4233815371990204,0.07757901400327682,0.4990391731262207,,12,,402,,,,,,,,,,,,,,,,,,,,,0.004185748752206564,0.5871121883392334,0.27356666326522827,2.643526792526245,0.000666561012621969,0.742879331111908,0.028568271547555923,0.0,2.609353542327881,,,
,,,0.5,12,,402,,,,,,,,,,,,,0.24192459881305695,,,,,,,,,,,,,,,,,,,
,,,,,0.0004986441691036478,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,,409,,,,,,,,,,,,0.671875,,2.894754409790039,0.0003850827633868903,0.7924912571907043,0.03011419251561165,0.0,2.856696128845215,,,,,,,,,,,0.20000000298023224,1.0,0.699999988079071
,,,,,0.0004986441691036478,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,,419,,,,,,,,,,,,0.578125,,2.6796977519989014,0.0028300234116613865,0.8007170557975769,0.037907905876636505,0.0,2.633641242980957,,,,,,,,,,,0.20000000298023224,1.0,0.699999988079071
,,,,,0.0004986441691036478,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,,429,,,,,,,,,,,,0.609375,,2.758788824081421,0.0005156252882443368,0.7847651243209839,0.029280109331011772,0.0,2.721635341644287,,,,,,,,,,,0.20000000298023224,1.0,0.699999988079071
0.5689109563827515,0.1988835334777832,0.23220540583133698,,13,,433,,,,,,,,,,,,,,,,,,,,,0.006190926767885685,0.4797135889530182,0.2646964490413666,2.7437374591827393,0.001174288336187601,0.7019673585891724,0.03912944719195366,0.0,2.6975295543670654,,,
,,,0.5,13,,433,,,,,,,,,,,,,0.23685014247894287,,,,,,,,,,,,,,,,,,,
,,,,,0.0004975913470135388,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,,439,,,,,,,,,,,,0.53125,,2.5854246616363525,0.0004448060062713921,0.7850521802902222,0.025344694033265114,0.0,2.5502448081970215,,,,,,,,,,,0.25,1.0,0.75
,,,,,0.0004975913470135388,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,,449,,,,,,,,,,,,0.625,,2.366180658340454,0.000383999285986647,0.7464810609817505,0.025094253942370415,0.0,2.3317360877990723,,,,,,,,,,,0.25,1.0,0.75
,,,,,0.0004975913470135388,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,,459,,,,,,,,,,,,0.578125,,2.4417724609375,0.00011035281204385683,0.78553307056427,0.020175350829958916,0.0,2.4117722511291504,,,,,,,,,,,0.25,1.0,0.75
0.42592474818229675,0.11729232966899872,0.4567822515964508,,14,,464,,,,,,,,,,,,,,,,,,,,,0.003610477549955249,0.6038185954093933,0.24327629804611206,2.607177734375,0.0001627331948839128,0.6853476762771606,0.026955310255289078,0.0,2.5716476440429688,,,
,,,0.5,14,,464,,,,,,,,,,,,,0.25684237480163574,,,,,,,,,,,,,,,,,,,
,,,,,0.0004962399188705217,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,,469,,,,,,,,,,,,0.609375,,2.8398923873901367,0.00013523529923986644,0.8145686388015747,0.025026336312294006,0.0,2.802640914916992,,,,,,,,,,,0.30000001192092896,1.0,0.800000011920929
,,,,,0.0004962399188705217,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,,479,,,,,,,,,,,,0.546875,,2.887969732284546,0.0003807519096881151,0.7568185329437256,0.03401512652635574,0.0,2.842583179473877,,,,,,,,,,,0.30000001192092896,1.0,0.800000011920929
,,,,,0.0004962399188705217,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,,489,,,,,,,,,,,,0.625,,2.5766355991363525,0.00017739237227942795,0.8072006702423096,0.02368231862783432,0.0,2.5408363342285156,,,,,,,,,,,0.30000001192092896,1.0,0.800000011920929
0.41095852851867676,0.0891232118010521,0.4999181628227234,,15,,495,,,,,,,,,,,,,,,,,,,,,0.007234231103211641,0.5274463295936584,0.2969017028808594,2.724076271057129,0.0011084300931543112,0.6950802803039551,0.05023860186338425,0.0,2.663356065750122,,,
,,,0.5,15,,495,,,,,,,,,,,,,0.2420741766691208,,,,,,,,,,,,,,,,,,,
,,,,,0.0004945915311816171,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,,499,,,,,,,,,,,,0.5625,,2.387599229812622,0.0005203827167861164,0.7999103665351868,0.0347709096968174,0.0,2.338803768157959,,,,,,,,,,,0.3499999940395355,1.0,0.8500000238418579
,,,,,0.0004945915311816171,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,,509,,,,,,,,,,,,0.59375,,2.2668204307556152,0.0007003980572335422,0.7434687614440918,0.037380196154117584,0.0,2.2163944244384766,,,,,,,,,,,0.3499999940395355,1.0,0.8500000238418579
,,,,,0.0004945915311816171,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,,519,,,,,,,,,,,,0.671875,,2.4877281188964844,0.0017723683267831802,0.7295371890068054,0.0193101167678833,0.0,2.4555623531341553,,,,,,,,,,,0.3499999940395355,1.0,0.8500000238418579
0.18474067747592926,0.09879828244447708,0.7164609432220459,,16,,526,,,,,,,,,,,,,,,,,,,,,0.004441740922629833,0.5704057216644287,0.2486143410205841,2.66428804397583,0.0015316816279664636,0.674338698387146,0.03617364540696144,0.0,2.616236686706543,,,
,,,0.5,16,,526,,,,,,,,,,,,,0.2679811120033264,,,,,,,,,,,,,,,,,,,
,,,,,0.0004926481922533092,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17,,529,,,,,,,,,,,,0.671875,,2.794851779937744,0.0007014909642748535,0.7480782270431519,0.02631334960460663,0.0,2.753541946411133,,,,,,,,,,,0.4000000059604645,1.0,0.8999999761581421
,,,,,0.0004926481922533092,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17,,539,,,,,,,,,,,,0.671875,,2.221783399581909,0.0010836630826815963,0.7766003012657166,0.05063068866729736,0.0,2.155566692352295,,,,,,,,,,,0.4000000059604645,1.0,0.8999999761581421
,,,,,0.0004926481922533092,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17,,549,,,,,,,,,,,,0.53125,,3.0608086585998535,0.0005339263589121401,0.7240092158317566,0.03641536459326744,0.0,3.0098865032196045,,,,,,,,,,,0.4000000059604645,1.0,0.8999999761581421
0.7599366307258606,0.1118694543838501,0.12819382548332214,,17,,557,,,,,,,,,,,,,,,,,,,,,0.006744151934981346,0.5298329591751099,0.25992730259895325,2.6805906295776367,0.0008139808778651059,0.6864511966705322,0.046435073018074036,0.0,2.6203858852386475,,,
,,,0.5,17,,557,,,,,,,,,,,,,0.30349934101104736,,,,,,,,,,,,,,,,,,,
,,,,,0.0004904122697447341,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18,,559,,,,,,,,,,,,0.53125,,3.1592164039611816,0.00038498922367580235,0.7498981952667236,0.02607165090739727,0.0,3.116252899169922,,,,,,,,,,,0.44999998807907104,1.0,0.949999988079071
,,,,,0.0004904122697447341,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18,,569,,,,,,,,,,,,0.625,,2.38607120513916,0.0007239556289277971,0.7626356482505798,0.03437155857682228,0.0,2.3345041275024414,,,,,,,,,,,0.44999998807907104,1.0,0.949999988079071
,,,,,0.0004904122697447341,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18,,579,,,,,,,,,,,,0.640625,,2.016200542449951,0.0003960589529015124,0.7497404217720032,0.02740127220749855,0.0,1.9719102382659912,,,,,,,,,,,0.44999998807907104,1.0,0.949999988079071
0.6453216671943665,0.2713213562965393,0.08335691690444946,,18,,588,,,,,,,,,,,,,,,,,,,,,0.006399739999324083,0.5560859441757202,0.2552928626537323,2.690523386001587,0.0022046389058232307,0.6794636845588684,0.04585089534521103,0.0,2.629274606704712,,,
,,,0.5,18,,588,,,,,,,,,,,,,0.3145104646682739,,,,,,,,,,,,,,,,,,,
,,,,,0.00048788648778305075,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19,,589,,,,,,,,,,,,0.71875,,2.117791175842285,0.000983918784186244,0.7704406380653381,0.03389677032828331,0.0,2.064584255218506,,,,,,,,,,,0.5,1.0,1.0
,,,,,0.00048788648778305075,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19,,599,,,,,,,,,,,,0.5,,2.6459829807281494,0.0005226474022492766,0.7483708262443542,0.037759650498628616,0.0,2.5894880294799805,,,,,,,,,,,0.5,1.0,1.0
,,,,,0.00048788648778305075,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19,,609,,,,,,,,,,,,0.625,,2.7782390117645264,0.0010507010156288743,0.7563280463218689,0.04195224493741989,0.0,2.7173261642456055,,,,,,,,,,,0.5,1.0,1.0
,,,,,0.00048788648778305075,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19,,619,,,,,,,,,,,,0.5833333134651184,,2.678175687789917,0.0005889339954592288,0.7655913233757019,0.023249289020895958,0.0,2.6357569694519043,,,,,,,,,,,0.5,1.0,1.0
0.6194371581077576,0.31642627716064453,0.06413652002811432,,19,,619,,,,,,,,,,,,,,,,,,,,,0.008330686949193478,0.4988066852092743,0.24840296804904938,2.7621634006500244,0.0024399675894528627,0.6829373240470886,0.05188104510307312,0.0,2.693086862564087,,,
,,,0.5,19,,619,,,,,,,,,,,,,0.37555405497550964,,,,,,,,,,,,,,,,,,,
,,,,,0.0004850739236445125,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20,,629,,,,,,,,,,,,0.703125,,2.3782758712768555,0.0027905257884413004,0.7741380929946899,0.0742930918931961,0.0,2.3568475246429443,,,,,,,,,,,0.550000011920929,0.0,1.0
,,,,,0.0004850739236445125,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
