epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_macro_f1,train_acc,train_loss,val_acc,val_bal_acc,val_loss
,0.0003452151318704383,1369,,,,,,,,,,,
44,,1369,,,,,,,1.0,0.4393780827522278,,,
,0.0003452151318704383,1379,,,,,,,,,,,
44,,1379,,,,,,,1.0,0.44327792525291443,,,
,0.0003452151318704383,1389,,,,,,,,,,,
44,,1389,,,,,,,1.0,0.44159144163131714,,,
44,,1394,,,,,,,,,0.6396181583404541,0.26129287481307983,1.4611090421676636
,0.0003371499854731031,1399,,,,,,,,,,,
45,,1399,,,,,,,1.0,0.43402916193008423,,,
,0.0003371499854731031,1409,,,,,,,,,,,
45,,1409,,,,,,,1.0,0.4501059949398041,,,
,0.0003371499854731031,1419,,,,,,,,,,,
45,,1419,,,,,,,1.0,0.43961334228515625,,,
45,,1425,,,,,,,,,0.6348448395729065,0.2531152665615082,1.4754120111465454
,0.00032898170610779956,1429,,,,,,,,,,,
46,,1429,,,,,,,1.0,0.4420244097709656,,,
,0.00032898170610779956,1439,,,,,,,,,,,
46,,1439,,,,,,,1.0,0.43648651242256165,,,
,0.00032898170610779956,1449,,,,,,,,,,,
46,,1449,,,,,,,1.0,0.4415793716907501,,,
46,,1456,,,,,,,,,0.6324582099914551,0.25039586424827576,1.4918466806411743
47,,1457,0.6261904835700989,0.6774423122406006,0.2745482921600342,0.23427702486515045,1.2234230041503906,0.2258586287498474,,,,,
